gamma,n_neurons,mean_quad_perturbation_approximation_error,perturbation_approximation_std_deviation,perturbation_approximation_correlation_coefficient
0.005,2,183.536206962835,8.539998827586277,-0.4164748682821227
0.01,2,93.74493434533339,5.0564715230395745,0.44237994733438724
0.015,2,67.62536492871361,4.634715551181491,0.4452313323186526
0.02,2,140.79227439200562,5.53113247803986,0.44266559072956485
0.025,2,19.909592507394358,4.282667639819083,0.4685627393182056
0.030000000000000002,2,20.330401094724756,4.492063971167572,0.3673465156733576
0.034999999999999996,2,38.969683012398505,4.2534871849368665,0.4680649795303141
0.04,2,39.84090981716426,5.074767657887102,-0.02136376787199993
0.045,2,73.62652178722706,4.504630665997529,0.4626975221735771
0.049999999999999996,2,27.393772757359727,4.693610625694352,0.20413281375732223
0.055,2,19.011918329154003,4.260101614144624,0.4498145336840083
0.06,2,95.50127758070872,5.502519163254597,-0.02328736086009367
0.065,2,19.266031600497616,4.253162434376183,0.45116814100572206
0.07,2,44.29013279530083,4.949534613885379,0.13293952193715164
0.07500000000000001,2,21.76152904126289,4.4746670920712015,0.35202613189582765
0.08,2,24.220492596908496,4.53936906841997,0.327426350406557
0.085,2,49.541498936940265,4.96782035011749,0.17364553809217023
0.09000000000000001,2,19.1404496526318,4.366008940103206,0.40738576589773007
0.095,2,36.954483628985145,4.763664332775219,0.250157835827978
0.1,2,38.996552382685735,4.790130449159337,0.2514497805672535
0.10500000000000001,2,21.057517297209287,4.275329199135259,0.45789777465677123
0.11,2,32.145095335387396,4.687912738880079,0.3007827974740135
0.115,2,34.9065093258861,4.731576967375533,0.2980941618611138
0.12000000000000001,2,27.28886752240105,4.605095576056057,0.35470253137708957
0.125,2,20.27769765800208,4.310101386734805,0.44894734075929527
0.13,2,19.573780922790878,4.3326867774952715,0.44857360977999794
0.135,2,23.950953741960383,4.5635452825157845,0.36612409839043203
0.14,2,65.7242399381239,5.089223061234994,0.2400951992516985
0.14500000000000002,2,52.34393744322204,4.945879361638775,0.27220278809286386
0.15,2,23.016771968157364,4.50570319312849,0.3925333568930568
0.155,2,50.323578037812744,4.888432459710605,0.28463174021533083
0.16,2,19.106727750145613,4.35362777072533,0.4498666777499609
0.165,2,31.881043072520406,4.665329529316712,0.3580427054911239
0.17,2,65.80573665563581,5.022013034919987,0.26402225954428515
0.17500000000000002,2,38.0248733359777,4.69892670453904,0.3461910770274206
0.18000000000000002,2,18.88502700985076,4.3373958952733425,0.4572718998001455
0.185,2,26.994833337227785,4.590978589410601,0.4084511570396521
0.19,2,19.502860365604928,4.387522490117332,0.44863352628659425
0.195,2,20.212650136494133,4.481632405921891,0.4441472837577503
0.2,2,63.33655265487721,4.976438463397959,0.2917008492092873
0.20500000000000002,2,28.902023765838972,4.63274266608972,0.3941879267977733
0.21000000000000002,2,31.119437919090153,4.676227968555191,0.39712714591770376
0.215,2,33.0829726522504,4.730041979618533,0.40600774107215454
0.22,2,21.749756168094983,4.533336560213155,0.44300988919209183
0.225,2,22.7780802248773,4.5361171154290645,0.4327208991350468
0.23,2,34.31212980185266,4.7423473409923425,0.4070639929340203
0.23500000000000001,2,22.842283710403006,4.573753192594987,0.44413807117115844
0.24000000000000002,2,21.3843452674603,4.574955093707868,0.4671774044664066
0.245,2,30.95036117003929,4.691252667695743,0.430709816732521
0.25,2,57.49908492088064,4.994246377598578,0.35250791683146454
0.255,2,21.567940121074294,4.623918602615332,0.48946722042817
0.26,2,26.321396028775087,4.755116047983467,0.45185641366796314
0.265,2,57.81918374967964,4.973582280586805,0.3816630613474433
0.27,2,23.757395602237416,4.743641580191405,0.4705653355436132
0.275,2,37.375269204289445,4.877672244816854,0.4155343013800093
0.28,2,28.19857623783205,4.799684241949043,0.46620095987582444
0.28500000000000003,2,51.76785659387104,5.041298956206034,0.4045861109105361
0.29000000000000004,2,21.748517891780274,4.628525997941298,0.47558283423628606
0.295,2,25.394412571085063,4.723187345863701,0.4681173769212954
0.3,2,46.571404901150814,5.053316967922535,0.4118996498634471
0.305,2,41.33725041204889,4.9831605963854555,0.4113421175240532
0.31,2,23.4896319606998,4.834855450539012,0.48799521212180846
0.315,2,23.109547643457404,4.805600618568692,0.4907563166614016
0.32,2,29.116888883551837,4.82963676433222,0.4671212281504346
0.325,2,39.224072361884595,4.8686685380410095,0.4678402092083408
0.33,2,23.05787631713571,4.715579174698068,0.4758825793011366
0.335,2,43.05909574423484,5.129247441574735,0.44034761372329834
0.34,2,25.14070757788897,4.83957028550774,0.48840124710361316
0.34500000000000003,2,33.165873250764584,5.054784978385527,0.4665374663711431
0.35000000000000003,2,42.83816912039466,4.774649948366792,0.43677334821575675
0.35500000000000004,2,23.12307505911857,4.614651790448129,0.4808990033324214
0.36,2,52.95842099350727,5.1995420340813165,0.42500172318127166
0.365,2,21.333977751533688,4.584587566991244,0.4906855472760663
0.37,2,25.431703246083035,4.726130248858042,0.4999579855581706
0.375,2,23.805012661106137,4.661668101894704,0.4828817062822344
0.38,2,22.213624071215442,4.673289459347124,0.494551101411794
0.385,2,21.604613949914278,4.586411769955872,0.49368359561840447
0.39,2,22.378570850775866,4.672586269100667,0.512847536177525
0.395,2,21.352508400960602,4.62042329367091,0.5197175875224788
